No.       IRAC1_mJy    Lum_Class Teff      RA          Dec         Av
47792  0.000460143       5    3715       166.97351      -77.493942      0.00
47801   0.00123040       5    3862       167.06372      -77.484718      0.00
47815   0.00391027       5    4137       166.44835      -77.402809      4.38
47834    0.0128870       5    6012       166.65861      -77.333168     14.52
47841  0.000721317       5    3547       166.71080      -77.431168      5.51
47842  0.000198840       5    3556       166.89149      -77.415192     14.71
47845  0.000527239       5    3598       166.49600      -77.365822     12.00
47866   0.00910097       5    4839       166.45599      -77.343781      6.37
47888  0.000444362       5    3619       166.23454      -77.431221      7.08
47911   0.00209336       5    3904       166.93756      -77.486977      0.00
47932   0.00214276       5    5199       166.87882      -77.374313     26.07
47934    0.0120714       5    5572       166.45840      -77.453491      8.23
47942   0.00507587       5    3875       167.01422      -77.290932      0.00
47951  0.000804885       5    3629       167.05235      -77.304665      0.00
47980  1.09301e-05       5    3498       166.73779      -77.371490     54.99
47989  0.000578753       5    3745       166.69063      -77.303268      0.00
47992  0.000102785       5    3688       166.37819      -77.407936     21.11
47994   0.00124770       5    3768       166.91603      -77.320320      0.00
47996  0.000524854       5    3766       167.01596      -77.374001      0.00
48006   0.00143650       5    3875       166.85100      -77.494843      0.00
48010   0.00178692       5    3918       167.04684      -77.337326      0.00
48011  0.000761626       5    3937       166.60156      -77.326515     12.49
48026    0.0122619       5    5019       166.98488      -77.443748      0.00
48061  0.000773088       5    4212       166.42561      -77.403030     30.31
48066   0.00891660       5    4809       166.17252      -77.369942      3.99
48090  8.51134e-05       5    3893       166.31262      -77.445900     31.69
48091  8.95346e-07       5    3755       166.78342      -77.371910    118.59
48094   0.00185571       5    3785       166.12761      -77.436562      0.00
48106   0.00115339       5    3987       166.84445      -77.427544     19.41
48124    0.0153107       5    5477       166.57414      -77.290039      0.00
48126    0.0160603       5    5715       166.24126      -77.435028      5.38
48133  0.000656298       5    3443       166.87221      -77.311768      0.00
48145  0.000114666       5    3773       166.57205      -77.383476     35.50
48150  3.04642e-05       5    3981       166.67325      -77.385223     66.21
48164  0.000213804       5    4041       166.24826      -77.392670     20.49
48167   0.00238589       5    5100       166.61583      -77.336700     20.21
48174  0.000126717       5    3680       166.33350      -77.368332     19.75
48197   0.00157863       5    4016       166.12045      -77.460991      0.00
48199   0.00119345       5    4011       166.44682      -77.353676     18.28
48215    0.0207916       5    5708       167.06613      -77.372223      0.00
48239  0.000133356       5    3868       166.77959      -77.397881     44.21
48241   0.00222078       5    3884       166.90909      -77.307182      0.00
48247   0.00273287       5    4268       166.48349      -77.361122     17.27
48254    0.0203450       5    5674       166.98340      -77.457642      0.00
48256   0.00527409       5    5981       166.24699      -77.395958     23.12
48259    0.0450380       5    6060       166.27962      -77.372177      2.85
48260    0.0227311       5    6089       166.89226      -77.394592     13.79
48265  0.000473115       5    3521       166.27212      -77.495331      0.00
48293  0.000255996       5    4126       166.82375      -77.389557     42.36
48300   0.00929845       5    4762       166.75243      -77.297020      0.00
48312   0.00661757       5    6038       166.76559      -77.355217     24.47
48320  0.000708900       5    3571       166.31349      -77.475533      3.84
48327   0.00266509       5    3820       166.10667      -77.447380      0.00
48329   0.00107143       5    3946       166.89461      -77.387093     12.90
48330  0.000559152       5    3860       166.87843      -77.391167     20.08
48341    0.0187125       5    5425       166.62932      -77.460976      3.16
48344  0.000367462       5    6021       166.74046      -77.379051     63.68
48349  6.25168e-05       5    3565       166.37579      -77.396851     31.66
48350  0.000607976       5    3611       166.96024      -77.485428      0.00
48356  0.000463368       5    3622       166.88974      -77.442802      5.38
48362  0.000786381       5    3789       166.23202      -77.312157      0.00
48370  0.000588522       5    3960       166.60156      -77.432083      8.55
48399    0.0486445       4    6148       166.34093      -77.324600      5.02
48422   0.00611485       5    4161       166.17679      -77.323868      0.00
48434    0.0184787       5    6054       166.73724      -77.344711     11.38
48437    0.0506246       4    6067       166.69675      -77.340607      6.40
48454  0.000279877       5    3871       166.69418      -77.467270     13.90
48461  0.000707954       5    4001       166.56419      -77.422432     17.73
48474   0.00487323       5    4916       166.46016      -77.470406     11.85
48475  0.000951205       5    5105       166.30186      -77.352959     34.27
48478   0.00832550       5    5477       166.86346      -77.435097     12.83
48541  0.000782093       5    3610       166.49217      -77.292679      0.00
48545  0.000581541       5    3772       166.53436      -77.357559      7.57
48546  1.32252e-05       5    3653       166.74959      -77.379410     50.57
48548  0.000585783       5    3643       166.36968      -77.383804      7.16
48555  0.000518002       5    3808       166.23202      -77.445038      5.91
48588    0.0360446       5    6033       167.03192      -77.339493      0.00
48593  0.000575598       5    3404       166.75281      -77.474998      0.00
48597  0.000463593       5    3614       166.92810      -77.411674      6.60
48611   0.00474851       5    3991       167.04919      -77.300919      0.00
48630  0.000404131       5    3597       166.42819      -77.340736      1.67
48631  0.000320038       5    3612       166.93991      -77.406509      7.33
48633  0.000894330       5    3715       166.91750      -77.339661      0.00
48646  0.000291747       5    3842       166.32552      -77.359421     23.36
48648   0.00160267       5    3893       167.09137      -77.491409      0.00
48665   0.00843132       5    4780       166.50060      -77.450241      2.34
48666   0.00286252       5    5038       166.65227      -77.458275     19.14
48670    0.0198855       5    5578       166.95958      -77.462234      0.00
48675    0.0383706       5    6004       167.01192      -77.409798      0.00
48682  0.000208128       5    3647       166.24657      -77.392181     17.29
48683  2.56850e-05       5    3590       166.73352      -77.386292     50.87
48685   0.00130401       5    3557       167.05006      -77.360870      0.00
48688  0.000717848       5    3762       166.86440      -77.431618     15.10
48712    0.0318246       3    5127       166.22394      -77.412247     47.23
48714  0.000559376       5    3460       166.12285      -77.405586      0.00
48723  0.000832789       5    3654       166.12700      -77.495300      0.00
48726  0.000765963       5    3775       166.43376      -77.351631      5.35
48733  0.000549804       5    3809       166.57649      -77.473694      5.23
48752   0.00503162       5    4582       166.28908      -77.327560      8.76
48759  1.65458e-05       5    5336       166.79610      -77.381721    357.88
48770  0.000595235       5    3503       166.16788      -77.386040      3.64
48781   0.00309394       5    3846       166.48796      -77.311913      0.00
48783   0.00443117       5    4079       167.04439      -77.441124      0.00
48790    0.0108179       5    4866       167.05110      -77.392830      0.00
48791    0.0143016       5    4967       167.00558      -77.313148      0.00
48830   0.00107035       5    3980       166.34097      -77.335472     10.77
48846    0.0105809       5    5058       166.98952      -77.473312      0.00
48863  0.000580904       5    3474       166.86745      -77.478958      0.00
48886    0.0116779       5    5087       166.16885      -77.499763      0.00
48888    0.0125947       5    5235       166.15007      -77.432915      0.57
48919  0.000521537       5    3753       166.53545      -77.326218      9.04
48923   0.00152395       5    3836       166.18083      -77.397598      2.40
48927   0.00146042       5    3915       166.53665      -77.313995      0.00
48951    0.0178039       5    5617       166.98843      -77.446404      0.00
48955    0.0282603       5    5989       166.96809      -77.301620      0.00
48973   0.00215128       5    3742       166.86755      -77.486916      0.00
48983   0.00866163       5    4489       167.07433      -77.424782      0.00
48996  2.21333e-05       5    3489       166.72336      -77.372086     41.85
49010  0.000946441       5    3726       166.94428      -77.496468      0.00
49016   0.00145179       5    3837       166.96411      -77.410583      5.45
49027  0.000368238       5    4072       166.47693      -77.368439     28.14
49030   0.00290281       5    4196       166.32759      -77.376129      8.68
49049  6.55421e-07       5    3481       166.81331      -77.376457    882.09
49057  0.000636406       5    3701       167.01007      -77.368782      0.00
49067   0.00159149       5    4049       166.93051      -77.380188     12.60
49069   0.00550938       5    4143       167.09302      -77.352730      0.00
49084  9.22625e-05       5    3548       166.52300      -77.439842     20.58
49086  0.000529889       5    3647       166.52490      -77.319984      4.24
49098   0.00132720       5    3740       166.76921      -77.322922      0.00
49106  0.000994666       5    3852       166.36557      -77.312996      0.00
49112   0.00214697       5    4089       166.23836      -77.490189      0.00
49113   0.00201372       5    4132       166.26169      -77.334694      1.33
49115  4.98255e-05       5    4144       166.52719      -77.410248     59.17
49120   0.00968354       5    4631       166.51769      -77.312500      0.00
49137  0.000440193       5    3340       166.94745      -77.291214      0.00
49139  0.000219655       5    3413       166.90887      -77.407562     12.39
49161    0.0162464       5    5347       166.21689      -77.302521      0.00
49175  0.000435848       5    3665       166.53894      -77.295921      0.00
49184  0.000439778       5    3784       166.33415      -77.334602     15.44
49201  0.000122884       5    4036       166.85767      -77.375221     39.07
49204   0.00464001       5    4114       166.95323      -77.458366      0.00
49205  0.000879864       5    4101       166.65707      -77.437279     22.71
49206  1.18450e-05       5    4289       166.51741      -77.413185     84.98
49215   0.00171160       5    5167       166.58939      -77.368301     26.85
49226    0.0525788       5    6165       166.12395      -77.305771      0.00
49250   0.00565455       5    4647       166.89194      -77.429237      8.02
49276  0.000883254       5    3845       166.71336      -77.427193      8.68
49284   0.00212891       5    3971       167.05821      -77.381126      0.00
49335    0.0191715       5    5548       166.20891      -77.475426      0.54
49340   0.00235714       5    4628       166.31175      -77.415062     11.31
49366   0.00117565       5    3842       166.14433      -77.469505      0.00
49373   0.00117351       5    3959       166.28432      -77.427925      5.37
49383   0.00751870       5    4520       166.24858      -77.473549      1.07
49387   0.00987229       5    4998       166.80679      -77.306343      0.00
49392    0.0172350       5    5758       166.57260      -77.478004      0.82
49398    0.0578905       4    6043       166.21852      -77.447113      5.28
49401  0.000436597       5    3472       166.15788      -77.352776      1.10
49404  0.000194830       5    3518       166.69118      -77.356346     13.47
49414  0.000972705       5    3758       166.28716      -77.386086      7.22
49428  0.000244744       5    3960       166.56381      -77.433640     15.32
49432  0.000281687       5    3640       166.35454      -77.441170     13.55
49435  0.000124442       5    3535       166.83456      -77.353149     19.40
49440  0.000562223       5    3699       166.25087      -77.437782      6.40
49442  4.89394e-05       5    3710       166.72697      -77.384506     35.54
49446   0.00120812       5    3780       167.01657      -77.454941      0.00
49467  0.000593723       5    4107       166.33339      -77.367073     19.06
49479  0.000296803       5    5158       166.77467      -77.376587     49.15
49491  0.000753145       5    3576       166.32967      -77.293602      0.00
49500   0.00199958       5    3744       166.17383      -77.465660      1.25
49509   0.00875031       5    4585       166.26579      -77.293701      0.00
49529  0.000474097       5    3820       166.21744      -77.339417      0.88
49530   0.00101367       5    3714       166.67352      -77.308258      0.00
49546  0.000899500       5    4048       166.33109      -77.441795     10.93
49547  8.55960e-05       5    4041       166.79134      -77.394234     45.08
49562    0.0152054       5    5392       167.05034      -77.411163      0.00
49575  0.000551670       5    3618       166.68582      -77.485779      0.00
49594   0.00457894       5    5550       166.56332      -77.418816     20.77
49604   0.00117570       5    3706       166.10498      -77.486923      0.00
49622   0.00322520       5    3993       166.18541      -77.292458      0.00
49652   0.00102929       5    3719       166.38869      -77.385986      0.97
49656   0.00152332       5    3708       166.90771      -77.304344      0.00
49659   0.00204226       5    3815       166.14963      -77.478386      0.00
49664   0.00118425       5    4059       166.60571      -77.326675     12.88
49670   0.00745670       5    4724       166.20732      -77.364532      4.76
49684  0.000207894       5    3766       166.53479      -77.437279     14.95
49690   0.00114579       5    3816       166.20355      -77.446861      4.96
49691  1.82617e-06       5    3750       166.58604      -77.400780     84.79
49704  0.000152356       5    3888       166.82494      -77.382492     37.96
49718   0.00946208       5    5027       166.95084      -77.482544      0.00
49719    0.0116552       5    5093       167.01465      -77.409454      0.00
49727  0.000242794       5    3339       166.89128      -77.433823      8.23
49742   0.00173505       5    3806       166.97400      -77.365509      0.00
49750    0.0122033       5    4813       166.87958      -77.291214      0.00
49754    0.0331000       5    5991       167.04634      -77.478004      0.00
49755    0.0330063       5    6012       166.33644      -77.319252      6.49
49760   0.00296974       5    6208       166.25372      -77.392685     29.59
49772  0.000713245       5    3778       166.81325      -77.494034      0.00
49796   0.00726335       5    4754       166.42950      -77.461952      7.14
49811  0.000495932       5    3479       167.03082      -77.473412      0.00
49830   0.00299618       5    5488       166.75543      -77.365364     22.99
49832    0.0225737       5    5638       166.48299      -77.479286      0.41
49862  0.000824671       5    3845       166.30328      -77.309715      0.00
49863   0.00112429       5    3938       166.89325      -77.477158      0.00
49870  0.000240756       5    4033       166.30879      -77.340096     32.96
49881   0.00936406       5    4777       166.97728      -77.327888      0.00
49885    0.0146136       5    5327       166.51332      -77.293526      0.00
49899  0.000515773       5    3597       167.06689      -77.369354      0.00
49904  0.000967820       5    3614       166.33589      -77.356262      4.98
49913  0.000221471       5    4052       166.52179      -77.419624     36.88
49939  0.000181984       5    3845       166.33263      -77.409172     20.14
49944   0.00165848       5    3817       166.38742      -77.498215      0.00
49954   0.00190296       5    4081       166.63878      -77.353867      8.56
49960   0.00614278       5    4497       166.46355      -77.308670      0.00
49995   0.00343797       5    4067       166.85936      -77.291031      0.00
50003    0.0260796       4    6121       166.61446      -77.343666     15.16
50008   0.00192112       5    4108       166.11417      -77.320908      0.00
50028  0.000279129       5    3866       166.45316      -77.467522     12.72
50030   0.00114298       5    3811       166.94449      -77.462128      0.00
50044   0.00405631       5    4245       166.99187      -77.427628      0.00
50054    0.0159733       5    5519       166.22864      -77.307800      0.00
50067  0.000503399       5    3615       166.41682      -77.324356      6.33
50077  1.80900e-05       5    3822       166.51862      -77.405869     67.31
50081   0.00298919       5    4108       166.39305      -77.487701      1.96
50118   0.00100434       5    3985       166.15149      -77.442711      0.51
50130   0.00830336       5    4528       166.72932      -77.481598      0.00
50137    0.0149364       5    5631       166.11925      -77.344276      0.00
50141    0.0288387       5    5954       166.99940      -77.417732      0.00
50142    0.0248643       5    5954       167.00656      -77.397789      0.00
50145    0.0623737       4    6136       166.23711      -77.364738      0.72
50158   0.00124220       5    3858       166.38792      -77.309204      0.00
50159  0.000863299       5    3726       166.43109      -77.382179     10.72
50188  0.000488752       5    3758       166.80855      -77.441360      5.80
50201   0.00164454       5    3949       167.04492      -77.330345      0.00
50203   0.00291371       5    3926       167.04750      -77.441795      0.00
50210   0.00318239       5    4069       166.85728      -77.301476      0.00
50215   0.00773068       5    4653       166.18333      -77.349373      1.55
50228    0.0475428       5    6139       167.02155      -77.428375      0.00
50233  0.000483191       5    3411       166.13525      -77.401093      0.10
50234  0.000532235       5    3495       166.99674      -77.356140      0.00
50239  0.000531028       5    3611       166.42857      -77.344292      1.43
50243  0.000769960       5    3699       166.51737      -77.469948      7.38
50246   0.00191439       5    3803       166.35973      -77.338707      4.40
50252   0.00573776       5    4383       166.24629      -77.371597      3.62
50301   0.00682768       5    5753       166.66647      -77.327515     12.73
50304    0.0237789       5    5997       166.45338      -77.375954      3.51
50312  0.000285037       5    3585       166.35492      -77.459122      9.28
50318  3.46699e-05       5    3771       166.24060      -77.410225     49.75
50368   0.00420146       5    4146       166.25819      -77.487877      0.00
50385    0.0310624       5    6139       166.64009      -77.486382      2.34
50398   0.00199707       5    3732       166.73976      -77.480942      0.00
50399   0.00115663       5    3842       166.49731      -77.456635      5.53
50415  0.000541102       5    3571       166.94106      -77.325722      0.00
50418  0.000108375       5    3593       166.87553      -77.350555     19.96
50424  0.000867052       5    3634       166.48769      -77.471817      3.20
50427  0.000320798       5    3754       166.60353      -77.350418      8.52
50438  0.000268548       5    3851       166.40562      -77.457718     23.20
50450   0.00483831       5    4402       166.10860      -77.347160      0.00
50461    0.0145903       5    5746       166.78746      -77.458229      4.25
50462    0.0210010       5    5795       166.86899      -77.315781      0.00
50466    0.0397271       5    6232       166.45917      -77.487961      2.23
50481   0.00211578       5    3800       166.40048      -77.295189      0.00
50485   0.00259358       5    3950       166.98285      -77.313141      0.00
50506  0.000448439       5    3475       166.40852      -77.311844      0.00
50551   0.00672371       5    5358       166.72101      -77.429802     10.65
50574   0.00182683       5    4144       166.73085      -77.407860     15.81
50577   0.00923379       5    4911       167.01848      -77.492226      0.00
50597  4.67591e-05       5    3709       166.89133      -77.378349     41.44
50598  0.000480325       5    3750       166.21591      -77.386040      8.00
50603  0.000424343       5    3754       166.59080      -77.468689     17.17
50621  0.000588312       5    4464       166.75139      -77.456383     33.93
50628  0.000125695       5    5558       166.51529      -77.419594     67.52
50645   0.00176243       5    3791       166.97592      -77.467606      0.00
50655   0.00896179       5    4772       167.05159      -77.453903      0.00
50666  0.000463517       5    3677       166.11525      -77.425003      0.00
50682   0.00217775       5    3956       166.76341      -77.294441      0.00
50713  0.000452486       5    3467       166.53856      -77.338005      6.86
50717  9.65160e-05       5    3568       166.31923      -77.451790     25.05
50722  0.000793036       5    3695       166.96995      -77.375786      0.00
50736  0.000494745       5    3994       166.28349      -77.313477      0.00
50747  0.000592291       5    3720       167.04285      -77.434967      0.00
50753   0.00113261       5    3906       166.16847      -77.398277      1.78
50755  0.000611696       5    3856       166.55145      -77.488785      1.98
50763   0.00145616       5    3951       166.79811      -77.467491      0.00
50766   0.00265376       5    3990       166.21318      -77.491676      0.00
50820  0.000140863       5    3490       166.46655      -77.445335     14.70
50845  0.000811607       5    3885       166.90920      -77.437447      9.47
50851   0.00118531       5    4123       166.63937      -77.352554      7.68
50857   0.00220326       5    4385       166.78314      -77.436905     13.40
50861   0.00849561       5    4804       166.99149      -77.310806      0.00
50865    0.0100102       5    5572       166.30924      -77.474449      4.07
50873  0.000445760       5    3383       166.10170      -77.397575      0.00
50877  0.000643721       5    3657       166.16940      -77.485237      0.00
50889  0.000221735       5    4064       166.56441      -77.397675     33.08
50927  0.000293177       5    4076       166.62299      -77.420799     24.99
50943   0.00914397       5    5542       166.36771      -77.362228      5.31
50944    0.0118364       5    5668       166.20509      -77.414108      3.48
50957   0.00121488       5    3729       166.49922      -77.483528      3.67
50963   0.00589654       5    4321       166.78177      -77.290268      0.00
50968  5.27442e-05       5    3693       166.53555      -77.387138     29.07
50969  7.60216e-05       5    3526       166.47610      -77.369926     26.44
50974  0.000553240       5    3586       166.12007      -77.498817      0.00
50981   0.00106536       5    3722       167.06181      -77.460640      0.00
50984  1.63151e-05       5    3763       166.50475      -77.424568     54.29
50988  0.000621679       5    3925       166.79894      -77.335365     13.41
50990  0.000904689       5    3860       166.23738      -77.449249      5.18
51003   0.00354988       5    4677       166.60228      -77.337120     10.62
51007   0.00691793       5    5465       166.70752      -77.419762      9.95
51019  0.000339079       5    3598       166.58801      -77.467873     16.45
51031   0.00438999       5    4228       166.91182      -77.303177      0.00
51067   0.00140628       5    3955       166.98727      -77.480400      0.00
51070  0.000113940       5    4079       166.66069      -77.427254     38.68
51089    0.0129667       5    6100       166.90685      -77.406357     14.08
51104   0.00326105       5    3991       166.96220      -77.394707      0.00
51114    0.0426120       5    6064       166.19066      -77.311287      0.00
51123  2.46092e-05       5    3693       166.30225      -77.380287     39.21
51147   0.00118793       5    4134       166.38115      -77.344368     15.46
51152   0.00507115       5    4733       166.59644      -77.485985      5.79
51155   0.00901035       5    5486       166.70615      -77.476089      4.64
51156    0.0147450       5    5569       166.14575      -77.348793      0.03
51172  0.000522879       5    3657       166.67293      -77.354553     12.99
51192  0.000838489       5    3704       166.62123      -77.300201      0.00
51196  8.53030e-05       5    3847       166.73030      -77.396049     32.96
51226    0.0162154       5    5777       166.97061      -77.470421      0.00
51228    0.0172163       5    5815       166.20279      -77.407356      3.41
51243   0.00153629       5    3912       166.80745      -77.457970      4.73
51264  0.000577110       5    3631       166.95073      -77.328209      0.00
51276   0.00240699       5    3881       166.26596      -77.308586      0.00
51283   0.00202209       5    4088       166.78111      -77.306206      0.00
51284   0.00159521       5    4172       166.32103      -77.326859      8.82
51289   0.00747380       5    4516       166.28622      -77.296661      0.00
51306  0.000113624       5    3553       166.59610      -77.467606     21.51
51318   0.00842552       5    4926       166.36841      -77.480812      3.39
51321    0.0116578       5    5652       166.21361      -77.454842      3.92
51325  0.000545137       5    3938       166.18503      -77.304077      0.00
51357   0.00158119       5    4088       166.69058      -77.441566      7.31
51366   0.00977868       5    5092       166.96089      -77.334366      0.00
51378  0.000548345       5    3618       166.17110      -77.466232      1.11
51409  7.49136e-07       5    3605       166.81390      -77.376671    861.69
51425   0.00136284       5    3889       167.06755      -77.499321      0.00
51458  0.000194413       5    3633       166.38147      -77.395569     19.20
51460  0.000816568       5    3664       166.57506      -77.496040      0.00
51461  0.000922384       5    3751       167.00133      -77.406837      0.00
51490  0.000589801       5    3834       166.33263      -77.469803      5.81
51510   0.00542372       5    4264       167.03296      -77.290100      0.00
51530  0.000524767       5    3455       166.32693      -77.487953      0.59
51536  0.000584669       5    3652       166.27328      -77.375008      3.09
51537  0.000661768       5    3742       166.35754      -77.321495      8.93
51541  4.25956e-05       5    3879       166.66484      -77.389511     58.98
51546   0.00236381       5    4225       166.46343      -77.360886     12.91
51557  2.57864e-05       5    3715       166.30989      -77.345192     38.99
51565   0.00126623       5    3841       166.40501      -77.498199      0.00
51579  0.000160781       5    4093       166.74800      -77.462265     33.44
51583   0.00588963       5    4366       166.46152      -77.302116      0.00
51633  0.000271719       5    3720       166.63031      -77.330223     16.72
51643   0.00131950       5    3972       166.14946      -77.307617      0.00
51660   0.00899225       5    5446       166.37711      -77.475739      5.02
51677  0.000761104       5    3828       166.75850      -77.485085      0.00
51691   0.00862211       5    5010       166.80368      -77.308914      0.00
51705  0.000303694       5    3744       166.74133      -77.431221     16.60
51714   0.00135771       5    3991       167.05460      -77.333618      0.00
51721   0.00160679       5    4185       166.74593      -77.342125     10.37
51726   0.00230308       5    4612       166.86827      -77.429802     17.28
51746   0.00169555       5    3793       166.83527      -77.303780      0.00
51760  0.000182791       5    3981       166.37901      -77.464409     18.21
51775  0.000989686       5    3700       166.31087      -77.491409      0.00
51776   0.00100580       5    3801       166.67691      -77.298576      0.00
51793   0.00206611       5    4095       166.43922      -77.315491      0.00
51803   0.00179217       5    4866       166.27841      -77.468826     16.66
51812    0.0124638       5    5940       166.37846      -77.371895     11.28
51815    0.0518054       4    6143       167.03148      -77.330986      0.00
51827   0.00137957       5    3915       166.38945      -77.358925      8.02
51840  0.000173998       5    4042       166.59894      -77.469772     21.63
51850  0.000821318       5    3814       167.08716      -77.295906      0.00
51853   0.00123566       5    3669       167.09831      -77.291168      0.00
51854  8.20492e-05       5    3847       166.56921      -77.412292     30.47
51863   0.00153771       5    3924       166.48599      -77.448601      5.20
51894   0.00118331       5    3683       166.23700      -77.489937      0.00
51896   0.00111352       5    3745       166.52245      -77.300285      0.00
51919  0.000225670       5    3805       166.63567      -77.355034     10.07
51938  3.08287e-05       5    4141       166.77920      -77.369987     63.51
51953   0.00363278       5    5790       166.60239      -77.474106     20.47
51966  0.000958315       5    3685       166.88711      -77.432693      6.43
51971   0.00520232       5    4263       166.78462      -77.316025      0.00
51984  0.000583089       5    3730       166.20662      -77.312965      0.00
52000   0.00109584       5    3850       166.44202      -77.377144     10.61
52012   0.00129022       5    4267       166.58604      -77.372940     18.32
52027   0.00813432       5    6201       166.73183      -77.353554     21.03
52037   0.00108071       5    3789       166.85773      -77.294350      0.00
52042   0.00926964       5    4940       167.08662      -77.482216      0.00
52049   0.00756972       5    5133       166.48180      -77.307610      0.00
52057  6.45134e-05       5    3692       166.53606      -77.416443     37.44
52061  0.000462416       5    3802       166.25809      -77.452538      9.05
52067   0.00159407       5    3948       167.09170      -77.428413      0.00
52069   0.00199877       5    3992       166.57152      -77.493309      0.55
52076   0.00450060       5    4313       167.08612      -77.416298      0.00
52091  0.000252931       5    6009       166.57861      -77.405136     64.29
52094   0.00498900       5    6190       166.88701      -77.369240     30.10
52098  0.000280627       5    3600       166.25591      -77.446762      8.03
52099  0.000651991       5    3598       166.33864      -77.484077      1.93
52108  0.000913241       5    4326       166.85002      -77.370316     23.27
52117   0.00308246       5    4348       166.77029      -77.291504      0.00
52123  0.000247375       5    3672       166.84909      -77.434753     11.31
52143  0.000836912       5    3957       166.23628      -77.373848      0.54
52157   0.00861764       5    5112       166.49594      -77.470100      3.89
52160    0.0125107       5    5543       167.07498      -77.328613      0.00
52172  0.000726551       5    3666       166.99587      -77.363243      0.00
52184   0.00258851       5    5878       166.64206      -77.424446     30.69
52186  0.000118726       5    4022       166.85805      -77.354004     22.04
52204  0.000140469       5    3827       166.43355      -77.471924     25.99
52210  0.000250363       5    3863       166.26727      -77.389915     25.54
52212  4.35665e-06       5    3882       166.66670      -77.454643     77.41
52214  0.000875424       5    3966       166.88188      -77.435471      5.00
52226   0.00277423       5    5002       166.79051      -77.415283     15.08
52243  0.000377740       5    3716       166.16836      -77.378807      3.87
52262  0.000613052       5    3698       167.09766      -77.474770      0.00
52264  0.000589678       5    3718       166.92854      -77.436371      2.01
52274  0.000652998       5    3845       166.41841      -77.294334      0.00
52281  0.000676621       5    3839       166.17503      -77.453728      3.18
52317   0.00229622       5    4245       166.52911      -77.334503      9.03
52320    0.0107444       5    4955       166.29579      -77.489937      0.00
52324    0.0375208       5    6082       166.17929      -77.443283      2.09
52328  0.000842392       5    4065       166.73528      -77.428909      4.92
52331    0.0138599       5    5830       166.98116      -77.394325      0.00
52336  0.000358185       5    3744       166.29312      -77.395287      6.06
52355   0.00253605       5    3979       166.68910      -77.308098      0.00
52359  0.000291794       5    4063       166.71320      -77.361839     26.76
52376   0.00517730       5    5834       166.52408      -77.449104     14.75
52392   0.00559480       5    4179       166.22339      -77.489120      0.00
52405  0.000536235       5    3745       166.88307      -77.408028     10.88
52414  0.000288947       5    3839       166.73663      -77.335098     10.87
52418   0.00104209       5    3839       166.36945      -77.388985      5.30
52419  0.000157649       5    3859       166.54321      -77.390594     31.42
52440   0.00310963       5    5470       166.48250      -77.366402     18.35
52441  0.000440610       5    5629       166.39229      -77.452393     47.81
52442    0.0181389       5    5775       167.04361      -77.298805      0.00
52453  0.000579306       5    3864       166.24979      -77.385284     16.03
52456  0.000867224       5    4454       166.41687      -77.374741     29.84
52457    0.0113669       5    5174       166.44376      -77.341934      1.59
52461    0.0538356       4    6080       166.35939      -77.336182      4.30
52486   0.00434308       5    4266       166.92450      -77.290466      0.00
52490  0.000376407       5    4627       166.30273      -77.451683     39.07
52501   0.00244527       5    6181       166.33885      -77.401764     36.56
52504  8.03635e-05       5    3531       166.49474      -77.353539     23.04
52522   0.00142863       5    4066       166.14264      -77.418625      0.31
52541  0.000718959       5    3758       166.19197      -77.445274      4.93
52542  9.68469e-06       5    3815       166.51753      -77.419365     57.06
52548   0.00200653       5    3914       167.09476      -77.372704      0.00
52567    0.0253271       5    6059       166.19739      -77.327156      0.00
52568    0.0282465       5    6065       166.34988      -77.497826      0.00
52573  0.000466466       5    3594       166.69926      -77.304932      0.00
52631    0.0101557       5    5279       166.46179      -77.488190      2.16
52642  0.000572870       5    3523       166.97476      -77.364616      0.00
52650  5.96879e-05       5    3832       166.62801      -77.391563     41.11
52653  0.000272481       5    4397       166.69511      -77.386635     40.04
52654   0.00984432       5    5235       166.75281      -77.440651      3.99
52664  0.000529272       5    3615       166.14252      -77.348747      0.00
52687  0.000624101       5    4196       166.56299      -77.416115     24.82
52718    0.0368452       4    6014       166.29251      -77.400459      7.05
52743   0.00351921       5    3935       167.07958      -77.357094      0.00
52747   0.00436372       5    4378       167.09596      -77.376190      0.00
52773  0.000183536       5    3750       166.60059      -77.441399     32.77
52776    0.0148418       5    5357       166.78806      -77.477776      0.00
52784  0.000613052       5    3671       166.17120      -77.298943      0.00
52805  6.64177e-05       5    4004       166.73337      -77.368454     43.68
52825    0.0202534       5    5915       166.44939      -77.300255      0.00
52831  0.000305350       5    3889       166.27153      -77.458733     23.64
52833   0.00244272       5    3852       166.10716      -77.332092      0.00
52837   0.00917947       5    4955       166.29562      -77.296249      0.00
52864   0.00115560       5    3982       166.26945      -77.491814      0.00
52879    0.0114639       5    5404       166.10739      -77.408417      0.00
52900    0.0383293       5    6082       167.01346      -77.358154      0.00
52904   0.00958602       5    5479       167.05432      -77.362511      0.00
52915  0.000599040       5    3710       166.46190      -77.349991      4.86
52925  3.10625e-05       5    3837       166.53337      -77.402267     51.17
52941   0.00837178       5    4965       166.81041      -77.316231      0.00
52945   0.00696723       5    5580       166.47092      -77.458458      6.52
52960    0.0105605       5    5399       166.21902      -77.468559      1.88
52961   0.00942810       5    5415       166.12384      -77.350906      0.00
52966   0.00169971       5    4243       166.99405      -77.317879      0.00
